date,name,rank,nationality,branch,age,country,province,where,source,cause,state,city,state_pop_2010
2005-01-29,"Taylor, Keith Edward",Lieutenant Commander,United States,U.S. Navy,47,Iraq,Baghdad,Baghdad (U.S. embassy compound),hostile,hostile fire - rocket attack,California,Irvine,37253956
2005-01-29,"Heald, Barbara",Civilian,United States,U.S. Dept. of the Army,60,Iraq,Baghdad,Baghdad (U.S. embassy compound),hostile,hostile fire - rocket attack,Connecticut,Stamford,3574097
2005-01-29,"Jack, Edward E.",Lieutenant Commander,United States,U.S. Navy,51,Iraq,NA,USS Bonhomme Richard,non-hostile,unspecified cause,Michigan,Detroit,9883640
2005-01-28,"Rodriguez, Joseph E.",Staff Sergeant,United States,U.S. Army,25,Iraq,Baghdad,Baghdad (southern part),hostile,hostile fire - ied attack,New Mexico,Las Cruces,2059179
2005-01-28,"Rymer II, Lyle W.",Specialist,United States,U.S. Army National Guard,24,Iraq,Baghdad,Baghdad (northern part),hostile,hostile fire - sniper fire,Arkansas,Fort Smith,2915918
2005-01-28,"Reed, Jonathan Ray",Staff Sergeant,United States,U.S. Army National Guard,25,Iraq,Baghdad,Baghdad (western part),hostile,hostile fire - ied attack,Louisiana,Krotz Springs/Opelousa,4533372
2005-01-28,"Ramsey, Christopher J.",Sergeant,United States,U.S. Army National Guard,20,Iraq,Baghdad,Baghdad (western part),hostile,hostile fire - ied attack,Louisiana,Batchelor,4533372
2005-01-28,"Evans II, Michael S.",Sergeant,United States,U.S. Army National Guard,22,Iraq,Baghdad,Baghdad (western part),hostile,hostile fire - ied attack,Louisiana,Marrero,4533372
2005-01-28,"Bonilla, Orlando A.",Captain,United States,U.S. Army,27,Iraq,Baghdad,Baghdad (Southwest part),non-hostile,helicopter crash,Texas,Killeen,25145561
2005-01-28,"Jones, Charles S.",Chief Warrant Officer,United States,U.S. Army,34,Iraq,Baghdad,Baghdad (Southwest part),non-hostile,helicopter crash,Florida,Lawtey,18801310
2005-01-28,"Farrar Jr., Andrew K.",Sergeant,United States,U.S. Marine,31,Iraq,Anbar,Al Anbar Province,non-hostile,electrocution,Massachusetts,Weymouth,6547629
2005-01-28,"Zaun, Mickey E.",Sergeant 1st Class,United States,U.S. Army,27,Iraq,Ninewa,Mosul,non-hostile,vehicle accident,Minnesota,Brooklyn Park,5303925
2005-01-28,"Castellano, Stephen A.",Private 1st Class,United States,U.S. Army,21,Iraq,Ninewa,Mosul,non-hostile,unspecified injury,California,Long Beach,37253956
2005-01-27,"Luna, Kevin M.",Private 1st Class,United States,U.S. Army,26,Iraq,Diyala,FOB Normandy (near Muqdadiyah),non-hostile,weapon discharge,California,Oxnard,37253956
2005-01-27,"Beatty, Jonathan S.",Corporal,United States,U.S. Marine,22,Iraq,Babil,Iskandariyah (near),hostile,hostile fire - mortar attack,Illinois,Streator,12830632
2005-01-26,"Kinzer Jr., William S.",Sergeant,United States,U.S. Army,27,Iraq,Salah ad Din,"Ad Duluiyah (near, near Balad)",hostile,hostile fire - rpg attack,North Carolina,Hendersonville,9535483
2005-01-26,"Bowling, Jonathan W.",Corporal,United States,U.S. Marine Reserve,23,Iraq,Anbar,Haditha,hostile,hostile fire - rpg attack,Virginia,Patrick,8001024
2005-01-26,"Linn, Karl R.",Lance Corporal,United States,U.S. Marine Reserve,20,Iraq,Anbar,Haditha,hostile,hostile fire - rpg attack,Virginia,Chesterfield,8001024
2005-01-26,"Strong, Jesse W.",Sergeant,United States,U.S. Marine Reserve,24,Iraq,Anbar,Haditha,hostile,hostile fire - rpg attack,Vermont,Irasburg,625741
2005-01-26,"Weaver, Christopher L.",Corporal,United States,U.S. Marine Reserve,24,Iraq,Anbar,Haditha,hostile,hostile fire - rpg attack,Virginia,Fredericksburg,8001024
2005-01-26,"House, John Daniel",Petty Officer 3rd Class,United States,U.S. Navy,28,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,California,Ventura,37253956
2005-01-26,"Bland, Brian D.",Staff Sergeant,United States,U.S. Marine,26,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Wyoming,Newcastle/Weston,563626
2005-01-26,"Etterling, Jonathan Edward",Lance Corporal,United States,U.S. Marine,22,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Ohio,Wheelersburg,11536504
2005-01-26,"Finke Jr., Michael W.",Sergeant,United States,U.S. Marine,28,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Ohio,Wadsworth/Huron,11536504
2005-01-26,"Fuller, Travis J.",1st Lieutenant,United States,U.S. Marine,26,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Massachusetts,Granville,6547629
2005-01-26,"Gibson, Timothy M.",Corporal,United States,U.S. Marine,23,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,New Hampshire,Merrimack/Hillsborough,1316470
2005-01-26,"Gilbert Jr., Richard A.",Corporal,United States,U.S. Marine,26,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Ohio,Dayton/Montgomery,11536504
2005-01-26,"Grimes, Kyle J.",Corporal,United States,U.S. Marine,21,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Pennsylvania,Northampton,12702379
2005-01-26,"Hopper, Brian C.",Lance Corporal,United States,U.S. Marine,21,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Arkansas,Wynne,2915918
2005-01-26,"Jafarkhani-Torshizi Jr., Saeed",Lance Corporal,United States,U.S. Marine,24,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Texas,Fort Worth,25145561
2005-01-26,"Johnson, Stephen P.",Corporal,United States,U.S. Marine,24,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,California,Covina,37253956
2005-01-26,"Kelly, Sean P.",Corporal,United States,U.S. Marine,23,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,New Jersey,Pitman/Gloucester,8791894
2005-01-26,"Klein, Allan",Lance Corporal,United States,U.S. Marine,34,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Michigan,Clinton Township,9883640
2005-01-26,"Knight, Timothy A.",Corporal,United States,U.S. Marine,22,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Ohio,Brooklyn,11536504
2005-01-26,"Maciel, Fred L.",Lance Corporal,United States,U.S. Marine,20,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Texas,Spring,25145561
2005-01-26,"Moore, James Lee",Corporal,United States,U.S. Marine,24,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Oregon,Roseburg,3831074
2005-01-26,"Moore, Nathaniel K.",Corporal,United States,U.S. Marine,22,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Illinois,Champaign,12830632
2005-01-26,"Ragimov, Mourad",Lance Corporal,United States,U.S. Marine,20,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,California,San Diego,37253956
2005-01-26,"Rairdan, Rhonald Dain",Lance Corporal,United States,U.S. Marine,20,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Texas,Castroville/San Antonio,25145561
2005-01-26,"Ramos, Hector",Lance Corporal,United States,U.S. Marine,20,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Illinois,Aurora,12830632
2005-01-26,"Saintvil, Gael",Lance Corporal,United States,U.S. Marine,24,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Florida,Orlando/Orange,18801310
2005-01-26,"Schubert, Nathan A.",Corporal,United States,U.S. Marine,22,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Iowa,Cherokee,3046355
2005-01-26,"Schumann, Darrell J.",Lance Corporal,United States,U.S. Marine,25,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Virginia,Hampton,8001024
2005-01-26,"Shumney, Dustin M.",1st Lieutenant,United States,U.S. Marine,30,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,California,Benicia/Vallejo,37253956
2005-01-26,"Smith, Matthew R.",Corporal,United States,U.S. Marine,24,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Utah,West Valley City,2763885
2005-01-26,"Spence, Joseph B.",Lance Corporal,United States,U.S. Marine,24,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,California,Scotts Valley,37253956
2005-01-26,"Starr Jr., Michael L.",Lance Corporal,United States,U.S. Marine,21,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Maryland,Baltimore,5773552
2005-01-26,"Alaniz, Paul C.",Captain,United States,U.S. Marine,32,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Texas,Corpus Christi,25145561
2005-01-26,"Gordon, Lyle L.",Captain,United States,U.S. Marine,30,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Texas,Midlothian,25145561
2005-01-26,"Hernandez, Tony L.",Lance Corporal,United States,U.S. Marine,22,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Texas,Canyon Lake,25145561
2005-01-26,"Kimble, Dexter S.",Staff Sergeant,United States,U.S. Marine,30,Iraq,Anbar,Ar Rutbah (near),non-hostile,helicopter crash,Texas,Houston,25145561
2005-01-26,"Burk, Taylor J.",Specialist,United States,U.S. Army,21,Iraq,Baghdad,Baghdad,hostile,hostile fire - ied attack,Texas,Amarillo,25145561
2005-01-24,"Yolkin, Viktar V.",Specialist,United States,U.S. Army,24,Iraq,Diyala,Khan Bani Saad (near),non-hostile,vehicle accident,Texas,Spring Branch,25145561
2005-01-24,"Marin Jr., Javier",Sergeant,United States,U.S. Army,29,Iraq,Diyala,Khan Bani Saad (near),non-hostile,vehicle accident,Texas,Mission,25145561
2005-01-24,"Stevens, Joseph W.",Staff Sergeant,United States,U.S. Army,26,Iraq,Diyala,Khan Bani Saad (near),non-hostile,vehicle accident,California,Sacramento,37253956
2005-01-24,"Carlson, Michael C.",Sergeant,United States,U.S. Army,22,Iraq,Diyala,Khan Bani Saad (near),non-hostile,vehicle accident,Minnesota,St. Paul,5303925
2005-01-24,"Leon-Perez, Jesus A.",Private 1st Class,United States,U.S. Army,20,Iraq,Diyala,Khan Bani Saad (near),non-hostile,vehicle accident,Texas,Houston,25145561
2005-01-24,"Swank, Brett D.",Sergeant,United States,U.S. Army,21,Iraq,Baghdad,Baghdad (western part),hostile,hostile fire - ied attack,Pennsylvania,Northumberland Co.,12702379
2005-01-24,"Adams, Leonard W.",Sergeant,United States,U.S. Army National Guard,42,Iraq,Basra,Camp Bucca (near Um Qasr),non-hostile,illness - heart attack,North Carolina,Mooresville,9535483
2005-01-23,"Rangel, Jose C.",Staff Sergeant,United States,U.S. Army National Guard,43,Iraq,NA,Camp Arifjan,non-hostile,illness - sudden collapse,California,Fresno,37253956
2005-01-22,"Hoe, Nainoa K.",1st Lieutenant,United States,U.S. Army,27,Iraq,Ninewa,Mosul (eastern part),hostile,hostile fire - small arms fire,Hawaii,Not reported,1360301
2005-01-21,"Childress, Kyle William",Sergeant,United States,U.S. Army,29,Iraq,Salah ad Din,"Ad Duluiyah (near, near Balad)",hostile,hostile fire,Indiana,Terre Haute,6483802
2005-01-21,"Lusk II, Joe Fenton",Captain,United States,U.S. Army,25,Iraq,NA,Camp Buehring,non-hostile,unspecified injury,California,Reedley,37253956
2005-01-18,"Sullivan, Christopher J.",Captain,United States,U.S. Army,29,Iraq,Baghdad,Baghdad,hostile,hostile fire - ied attack,Massachusetts,Princeton,6547629
2005-01-17,"Obaji, Francis C.",Private 1st Class,United States,U.S. Army National Guard,21,Iraq,Baghdad,Baghdad (military hospital),non-hostile,vehicle accident,New York,Queens Village,19378102
2005-01-17,"Geer, George R.",Private 1st Class,United States,U.S. Army,27,Iraq,Anbar,Ramadi,hostile,hostile fire - car bomb,Colorado,Cortez,5029196
2005-01-17,"Vitagliano, Thomas E.",Staff Sergeant,United States,U.S. Army,33,Iraq,Anbar,Ramadi,hostile,hostile fire - car bomb,Connecticut,New Haven,3574097
2005-01-17,"Fonseca, Jesus",Private 1st Class,United States,U.S. Army,19,Iraq,Anbar,Ramadi,hostile,hostile fire - car bomb,Georgia,Marietta,9687653
2005-01-16,"Kamolvathin, Alain L.",Specialist,United States,U.S. Army National Guard,21,Iraq,Baghdad,Baghdad (western part),non-hostile,vehicle accident,New Jersey,Blairstown,8791894
2005-01-15,"Patterson, Jayton D.",Sergeant,United States,U.S. Marine,26,Iraq,Babil,Babil Province,hostile,hostile fire - ied attack,Virginia,Wakefield/Sedley,8001024
2005-01-15,"Swindell, Nathaniel T.",Sergeant,United States,U.S. Army,24,Iraq,Ninewa,Mosul,non-hostile,unspecified injury,New York,Bronx,19378102
2005-01-14,"Holter III, Paul C.",Corporal,United States,U.S. Marine,21,Iraq,Anbar,Camp Ramadi,non-hostile,unspecified accident,Texas,Corpus Christi,25145561
2005-01-13,"Mack, Brian A.",Sergeant 1st Class,United States,U.S. Army,36,Iraq,Ninewa,Mosul (Southeast part),hostile,hostile fire - ied attack,Arizona,Phoenix,6392017
2005-01-13,"Rodriguez Velasco, Juan Rodrigo",Lance Corporal,United States,U.S. Marine Reserve,23,Iraq,Anbar,Hit,hostile,hostile fire,Texas,Laredo/El Cenizo,25145561
2005-01-13,"Holloway, Matthew W.",Lance Corporal,United States,U.S. Marine Reserve,21,Iraq,Anbar,Hit,hostile,hostile fire,Texas,Fulton,25145561
2005-01-13,"Becker, Gunnar D.",Private 1st Class,United States,U.S. Army,19,Iraq,Ninewa,Mosul (near),non-hostile,unspecified injury,South Dakota,Forestburg,814180
2005-01-11,"Smith, Michael J.",Specialist,United States,U.S. Army,24,Iraq,Anbar,Ramadi,hostile,hostile fire - rpg attack,Pennsylvania,Media,12702379
2005-01-10,"Sweeney III, Robert Wesley",Sergeant,United States,U.S. Army National Guard,22,Iraq,Baghdad,Baghdad (Southwest part),hostile,hostile fire - ied attack,Louisiana,Pineville,4533372
2005-01-10,"Manuel, William F.",Staff Sergeant,United States,U.S. Army National Guard,34,Iraq,Baghdad,Baghdad (Southwest part),hostile,hostile fire - ied attack,Louisiana,Kinder,4533372
2005-01-09,"McFarlane Jr., Dwayne James",Specialist,United States,U.S. Army,20,Iraq,Baghdad,Baghdad,hostile,hostile fire - ied attack,Minnesota,Cass Lake,5303925
2005-01-09,"Fite, Joseph E.",Corporal,United States,U.S. Marine Reserve,23,Iraq,Anbar,Hit,hostile,hostile fire,Texas,Round Rock,25145561
2005-01-07,"Guastaferro, Daniel F.",Private 1st Class,United States,U.S. Army,27,Iraq,Anbar,Ramadi,non-hostile,vehicle accident,Nevada,Las Vegas,2700551
2005-01-06,"Cisneros-Alvarez, Julio C.",Lance Corporal,United States,U.S. Marine,22,Iraq,Anbar,Al Qaim,hostile,hostile fire,Texas,Pharr,25145561
2005-01-06,"Davis, Zachariah Scott",Sergeant,United States,U.S. Marine,25,Iraq,Anbar,Ramadi,hostile,hostile fire,Oklahoma,Spiro,3751351
2005-01-06,"Comeaux, Kurt J.",Sergeant 1st Class,United States,U.S. Army National Guard,34,Iraq,Baghdad,Baghdad (Northwest part),hostile,hostile fire - ied attack,Louisiana,Raceland,4533372
2005-01-06,"Babin, Christopher J.",Sergeant,United States,U.S. Army National Guard,27,Iraq,Baghdad,Baghdad (Northwest part),hostile,hostile fire - ied attack,Louisiana,Houma,4533372
2005-01-06,"Bergeron, Bradley J.",Sergeant,United States,U.S. Army National Guard,25,Iraq,Baghdad,Baghdad (Northwest part),hostile,hostile fire - ied attack,Louisiana,Houma,4533372
2005-01-06,"Fassbender, Huey P. L.",Sergeant,United States,U.S. Army National Guard,24,Iraq,Baghdad,Baghdad (Northwest part),hostile,hostile fire - ied attack,Louisiana,LaPlace,4533372
2005-01-06,"Frickey, Armand L.",Sergeant,United States,U.S. Army National Guard,20,Iraq,Baghdad,Baghdad (Northwest part),hostile,hostile fire - ied attack,Louisiana,Houma,4533372
2005-01-06,"Murphy, Warren A.",Sergeant,United States,U.S. Army National Guard,29,Iraq,Baghdad,Baghdad (Northwest part),hostile,hostile fire - ied attack,Louisiana,Marrero,4533372
2005-01-06,"Vonronn, Kenneth G.",Private 1st Class,United States,U.S. Army National Guard,20,Iraq,Baghdad,Baghdad (Northwest part),hostile,hostile fire - ied attack,New York,Bloomingburg,19378102
2005-01-04,"Wooten III, Curtis L.",Private 1st Class,United States,U.S. Army,20,Iraq,Salah ad Din,Balad (near),hostile,hostile fire - ied attack,Washington,Spanaway,6724540
2005-01-04,"McHalffey, Jeremy W.",Specialist,United States,U.S. Army National Guard,28,Iraq,Salah ad Din,Taji (Northwest of Baghdad),hostile,hostile fire - ied attack,Arkansas,Mabelvale,2915918
2005-01-04,"Marcum, Joshua S.",Sergeant,United States,U.S. Army National Guard,33,Iraq,Salah ad Din,Taji (Northwest of Baghdad),hostile,hostile fire - ied attack,Arkansas,Evening Shade,2915918
2005-01-04,"Buie, Jimmy D.",Corporal,United States,U.S. Army National Guard,44,Iraq,Salah ad Din,Taji (Northwest of Baghdad),hostile,hostile fire - ied attack,Arkansas,Floral,2915918
2005-01-04,"Depew, Cory R.",Private,United States,U.S. Army,21,Iraq,Ninewa,Tall Afar (near Mosul),hostile,hostile fire - rpg attack,Indiana,Beech Grove,6483802
2005-01-04,"Washington, Bennie J.",Sergeant,United States,U.S. Army,25,Iraq,NA,"Brooke Army Med Center, TX",hostile,hostile fire - rpg attack,Georgia,Atlanta,9687653
2005-01-03,"Houser, Thomas E.",Sergeant,United States,U.S. Marine,22,Iraq,Anbar,Fallujah (near),hostile,hostile fire,Iowa,Council Bluffs,3046355
2005-01-01,"Parrello, Brian P.",Lance Corporal,United States,U.S. Marine,19,Iraq,Anbar,Haditha,hostile,hostile fire,New Jersey,West Milford,8791894
2005-01-01,"LeBrun, Jeff",Specialist,United States,U.S. Army,21,Iraq,Baghdad,Baghdad (north of),hostile,hostile fire - ied attack,New York,Buffalo,19378102
2004-12-31,"Smith, Jason E.",Lance Corporal,United States,U.S. Marine,21,Iraq,Anbar,Al Anbar Province,hostile,hostile fire,Arizona,Phoenix,6392017
2004-12-30,"Ficek, Damien T.",Sergeant,United States,U.S. Army National Guard,26,Iraq,Baghdad,Baghdad,hostile,hostile fire - small arms fire,Washington,Pullman,6724540
2004-12-29,"Sanchez, Oscar",Private 1st Class,United States,U.S. Army,19,Iraq,Ninewa,Mosul,hostile,hostile fire - ied attack,California,Modesto,37253956
2004-12-29,"Nelson, Craig L.",Sergeant,United States,U.S. Army National Guard,21,Iraq,NA,Walter Reed Medical Ctr.,hostile,hostile fire - ied attack,Louisiana,Bossier City,4533372
2004-12-28,"Briones Jr., Pablito Pena",Seaman,United States,U.S. Navy,22,Iraq,Anbar,Fallujah,non-hostile,weapon discharge,California,Anaheim,37253956
2004-12-28,"Lehto, Jason A.",Staff Sergeant,United States,U.S. Marine Reserve,31,Iraq,Anbar,Al Asad,non-hostile,unspecified cause,Michigan,Mount Clemens,9883640
2004-12-28,"Nyren, Nathaniel J.",Staff Sergeant,United States,U.S. Army,31,Iraq,Baghdad,Baghdad,non-hostile,vehicle accident,Virginia,Reston,8001024
2004-12-27,"Olson, Todd D.",Staff Sergeant,United States,U.S. Army National Guard,36,Iraq,Salah ad Din,"67th CSH, Tikrit",hostile,hostile fire - ied attack,Wisconsin,Loyal,5686986
2004-12-27,"Rivera-Serrano, Jose A.",Specialist,United States,U.S. Army,26,Iraq,Baghdad,Baghdad,hostile,hostile fire - ied attack,Puerto Rico,Mayaguez,NA
2004-12-23,"Barnett, Christopher W.",1st Lieutenant,United States,U.S. Army National Guard,32,Iraq,Baghdad,Baghdad (western part),hostile,hostile fire - ied attack,Louisiana,Baton Rouge,4533372
2004-12-23,"Hillenburg, Eric",Lance Corporal,United States,U.S. Marine,21,Iraq,Anbar,Fallujah,hostile,hostile fire,Indiana,Indianapolis,6483802
2004-12-23,"Phillips, James R.",Lance Corporal,United States,U.S. Marine,21,Iraq,Anbar,Fallujah,hostile,hostile fire,Florida,Hillsboro,18801310
2004-12-23,"Smith, Raleigh C.",Corporal,United States,U.S. Marine,21,Iraq,Anbar,Fallujah,hostile,hostile fire,Montana,Troy [Lincoln Co.],989415
2004-12-21,"Poulin Sr., Lynn Robert",Sergeant,United States,U.S. Army National Guard,47,Iraq,Ninewa,"FOB Marez, Mosul",hostile,hostile fire - suicide bomber,Maine,Freedom,1328361
2004-12-21,"Dostie, Thomas John",Sergeant,United States,U.S. Army National Guard,20,Iraq,Ninewa,"FOB Marez, Mosul",hostile,hostile fire - suicide bomber,Maine,Somerville,1328361
2004-12-21,"Mason, Nicholas C. ""Nick""",Sergeant,United States,U.S. Army National Guard,20,Iraq,Ninewa,"FOB Marez, Mosul",hostile,hostile fire - suicide bomber,Virginia,King George,8001024
2004-12-21,"Ruhren, David A.",Sergeant,United States,U.S. Army National Guard,20,Iraq,Ninewa,"FOB Marez, Mosul",hostile,hostile fire - suicide bomber,Virginia,North Stafford,8001024
